# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    120     49      -     86     53      0      0      0      0  13801   2572   6237     32      0 
    0    135     53      -     99     33      0      0      0      0  13801   2565   6237     32      0 
    0    128     49      -     86     53      0      0      0      0  13801   2565   6237     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   7497     32      0 
    0    129     54      -     97     37      0      0      0      0  13801   2572   7497     32      0 
    0    134     49      -     86     53      0      0      0      0  13801   2565   7497     32      0 
    0    121     49      -     86     53      0      0      0      0  13801   2647   7497     32      0 
    0    127     49      -     86     53      0      0      0      0  13801   2565   7497     32      0 
    0    119     50      -     85     53      0      0      0      0  13801   2580   7497     32      0 
    0    131     53      -     96     33      0      0      0      0  13801   2565   7497     32      0 
    0    131     49      -     86     54      0      0      0      0  13801   2565   7497     32      0 
    0    127     49      -     86     53      0      0      0      0  13801   2565   7497     32      0 
    0    120     49      -     86     53      0      0      0      0  13801   2572   7497     32      0 
    0    115     52      -     97     24      0      0      0      0  13801   2565   7497     32      0 
    0    126     49      -     86     53      0      0      0      0  13801   2565   7497     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   7497     32      0 
    0    119     49      -     86     53      0      0      0      0  13801   2647   8389     32      0 
    0    119     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    118     48      -     92     35      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     85     53      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    118     49      -     86     53      0      0      0      0  13801   2572   8389     32      0 
    0    118     49      -     86     53      0      0      0      0  13801   2647   8389     32      0 
    0    133     50      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    134     53      -     99     31      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    127     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    136     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    116     47      -     99     11      0      0      0      0  13801   2565   8389     32      0 
    0    128     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     85     53      0      0      0      0  13801   2580   8389     32      0 
    0    136     54      -     95     40      0      0      0      0  13801   2565   8389     32      0 
    0    138     52      -     93     42      0      0      0      0  13801   2565   8389     32      0 
    0    142     54      -     95     41      0      0      0      0  13801   2565   8389     32      0 
    0    118     47      -    100      1      0      0      0      0  13801   2565   8389     32      0 
    0    133     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    140     50      -     85     54      0      0      0      0  13801   2572   8389     32      0 
    0    123     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    114     49      -     85     53      0      0      0      0  13801   2572   8389     32      0 
    0    117     49      -     85     52      0      0      0      0  13801   2565   8389     32      0 
    0    115     49      -     84     53      0      0      0      0  13801   2580   8389     32      0 
    0    118     49      -     85     52      0      0      0      0  13801   2565   8389     32      0 
    0    118     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    113     48      -     85     53      0      0      0      0  13801   2565   8389     32      0 
    0    117     48      -     85     53      0      0      0      0  13801   2565   8389     32      0 
    0    116     51      -     93     36      0      0      0      0  13801   2565   8389     32      0 
    0    117     49      -     85     52      0      0      0      0  13801   2565   8389     32      0 
    0    117     49      -     85     53      0      0      0      0  13801   2565   8389     32      0 
    0    122     49      -     86     52      0      0      0      0  13801   2565   8389     32      0 
    0    114     49      -     85     52      0      0      0      0  13801   2610   8389     32      0 
    0    122     48      -     85     53      0      0      0      0  13801   2565   8389     32      0 
    0    113     48      -     85     53      0      0      0      0  13801   2565   8389     32      0 
    0    132     49      -     95     37      0      0      0      0  13801   2565   8389     32      0 
    0    136     53      -     90     48      0      0      0      0  13801   2565   8389     32      0 
    0    131     49      -     99     33      0      0      0      0  13801   2565   8389     32      0 
    0    127     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    119     49      -    100      1      0      0      0      0  13801   2587   8389     32      0 
    0    120     50      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    131     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    136     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    137     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     50      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    130     48      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    127     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     98     12      0      0      0      0  13801   2617   8389     32      0 
    0    120     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    122     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     85     53      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    120     50      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    137     50      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    127     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     86     54      0      0      0      0  13801   2587   8389     32      0 
    0    120     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    128     50      -     99     35      0      0      0      0  13801   2602   8389     32      0 
    0    138     51      -     90     47      0      0      0      0  13801   2565   8389     32      0 
    0    132     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     98     12      0      0      0      0  13801   2617   8389     32      0 
    0    121     49      -     88     48      0      0      0      0  13801   2625   8389     32      0 
    0    137     50      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    119     52      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    120     47      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    139     50      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    129     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    128     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    130     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    128     49      -     96     39      0      0      0      0  13801   2572   8389     32      0 
    0    131     51      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    127     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    118     49      -     97     24      0      0      0      0  13801   2610   8389     32      0 
    0    132     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    136     52      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    119     51      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    133     48      -     87     46      0      0      0      0  13801   2565   8389     32      0 
    0    138     53      -     92     38      0      0      0      0  13801   2565   8389     32      0 
    0    134     52      -     90     41      0      0      0      0  13801   2565   8389     32      0 
    0    139     53      -     95     33      0      0      0      0  13801   2565   8389     32      0 
    0    126     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    120     49      -     89     47      0      0      0      0  13801   2625   8389     32      0 
    0    120     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    119     49      -     85     54      0      0      0      0  13801   2565   8389     32      0 
    0    119     49      -     98      7      0      0      0      0  13801   2595   8389     32      0 
    0    127     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    119     49      -     98     19      0      0      0      0  13801   2610   8389     32      0 
    0    114     47      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    119     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    119     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    126     49      -     95     38      0      0      0      0  13801   2580   8389     32      0 
    0    120     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     85     53      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     53      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    124     47      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    116     52      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    127     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     99     33      0      0      0      0  13801   2610   8389     32      0 
    0    114     47      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     91     38      0      0      0      0  13801   2617   8389     32      0 
    0    118     48      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    119     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    118     49      -     86     54      0      0      0      0  13801   2580   8389     32      0 
    0    119     48      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    118     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    118     49      -    100      2      0      0      0      0  13801   2580   8389     32      0 
    0    118     48      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    117     48      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    118     49      -     86     53      0      0      0      0  13801   2632   8389     32      0 
    0    117     52      -     96     35      0      0      0      0  13801   2565   8389     32      0 
    0    110     47      -    100      1      0      0      0      0  13801   2565   8389     32      0 
    0    120     48      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    118     48      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    118     48      -     86     53      0      0      0      0  13801   2572   8389     32      0 
    0    120     48      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    114     50      -     97     19      0      0      0      0  13801   2565   8389     32      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    131     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    134     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    133     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    134     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    135     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    135     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    128     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    119     52      -     99     33      0      0      0      0  13801   2565   8389     32      0 
    0    135     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    137     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    128     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    135     53      -     97     35      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     87     53      0      0      0      0  13801   2565   8389     32      0 
    0    128     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    135     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    140     52      -     92     39      0      0      0      0  13801   2565   8389     32      0 
    0    142     53      -     99     33      0      0      0      0  13801   2565   8389     32      0 
    0    138     50      -     88     50      0      0      0      0  13801   2565   8389     32      0 
    0    137     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    135     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    128     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2647   8389     32      0 
    0    128     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    136     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    120     50      -     86     53      0      0      0      0  13801   2580   8389     32      0 
    0    116     47      -     97     15      0      0      0      0  13801   2565   8389     32      0 
    0    125     53      -     99     33      0      0      0      0  13801   2565   8389     32      0 
    0    138     53      -     99     33      0      0      0      0  13801   2572   8389     32      0 
    0    128     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    122     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    128     53      -     99     34      0      0      0      0  13801   2587   8389     32      0 
    0    114     47      -    100      1      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    127     53      -     99     34      0      0      0      0  13801   2587   8389     32      0 
    0    128     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2595   8389     32      0 
    0    122     50      -     86     54      0      0      0      0  13801   2587   8389     32      0 
    0    118     52      -     99     34      0      0      0      0  13801   2565   8389     32      0 
    0    131     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    122     49      -     86     54      0      0      0      0  13801   2647   8389     32      0 
    0    122     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     48      -     93     35      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2647   8389     32      0 
    0    122     50      -     86     54      0      0      0      0  13801   2580   8389     32      0 
    0    130     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    136     50      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    138     50      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    138     50      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    136     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    136     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    140     50      -     86     54      0      0      0      0  13801   2572   8389     32      0 
    0    139     50      -     86     54      0      0      0      0  13801   2572   8389     32      0 
    0    141     51      -     88     50      0      0      0      0  13801   2565   8389     32      0 
    0    140     51      -     89     49      0      0      0      0  13801   2565   8389     32      0 
    0    140     54      -     99     35      0      0      0      0  13801   2565   8389     32      0 
    0    138     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    123     49      -     86     54      0      0      0      0  13801   2655   8389     32      0 
    0    139     50      -     86     54      0      0      0      0  13801   2572   8389     32      0 
    0    140     50      -     86     54      0      0      0      0  13801   2572   8389     32      0 
    0    137     50      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    139     50      -     86     54      0      0      0      0  13801   2572   8389     32      0 
    0    138     51      -     93     44      0      0      0      0  13801   2565   8389     32      0 
    0    139     54      -     99     33      0      0      0      0  13801   2565   8389     32      0 
    0    137     53      -     99     33      0      0      0      0  13801   2565   8389     32      0 
    0    138     50      -     86     54      0      0      0      0  13801   2610   8389     32      0 
    0    138     51      -     89     49      0      0      0      0  13801   2565   8389     32      0 
    0    131     50      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    140     51      -     87     52      0      0      0      0  13801   2565   8389     32      0 
    0    132     50      -     86     54      0      0      0      0  13801   2617   8389     32      0 
    0    138     50      -     83     52      0      0      0      0  13801   2565   8389     32      0 
    0    131     50      -     88     37      0      0      0      0  13801   2565   8389     32      0 
    0    142     52      -     89     40      0      0      0      0  13801   2565   8389     32      0 
    0    139     51      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    128     49      -     85     52      0      0      0      0  13801   2632   8389     32      0 
    0    135     50      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    136     50      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    122     50      -     90     44      0      0      0      0  13801   2617   8389     32      0 
    0    121     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    122     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    126     50      -     86     54      0      0      0      0  13801   2572   8389     32      0 
    0    142     50      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    125     49      -    100      0      0      0      0      0  13801   2565   8389     32      0 
    0    117     49      -     85     52      0      0      0      0  13801   2565   8389     32      0 
    0    119     49      -     88     50      0      0      0      0  13801   2572   8389     32      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    114     52      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    141     54      -     95     35      0      0      0      0  13801   2565   8389     32      0 
    0    137     50      -     94     36      0      0      0      0  13801   2565   8389     32      0 
    0    143     51      -     86     50      0      0      0      0  13801   2565   8389     32      0 
    0    133     50      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    119     50      -     85     52      0      0      0      0  13801   2565   8389     32      0 
    0    130     50      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    144     50      -     89     38      0      0      0      0  13801   2565   8389     32      0 
    0    125     48      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    128     48      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    122     50      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    135     51      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    117     49      -     85     52      0      0      0      0  13801   2565   8389     32      0 
    0    118     49      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    127     50      -     86     47      0      0      0      0  13801   2565   8389     32      0 
    0    132     50      -     83     57      0      0      0      0  13801   2572   8389     32      0 
    0    130     50      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    127     49      -     92     37      0      0      0      0  13801   2565   8389     32      0 
    0    134     49      -     87     51      0      0      0      0  13801   2565   8389     32      0 
    0    137     51      -     93     36      0      0      0      0  13801   2565   8389     32      0 
    0    144     51      -     86     46      0      0      0      0  13801   2565   8389     32      0 
    0    123     50      -     85     52      0      0      0      0  13801   2565   8389     32      0 
    0    131     50      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    141     50      -     85     52      0      0      0      0  13801   2565   8389     32      0 
    0    139     54      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    124     49      -     86     54      0      0      0      0  13801   2565   8389     32      0 
    0    120     49      -     97     29      0      0      0      0  13801   2610   8389     32      0 
    0    130     51      -     86     53      0      0      0      0  13801   2565   8389     32      0 
    0    136     49      -     88     46      0      0      0      0  13801   2565   8389     32      0 
    0    117     49      -     85     52      0      0      0      0  13801   2565   8389     32      0 
    0    109     47      -     85     53      0      0      0      0  13801   2565   8389     32      0 
    0    137     50      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    132     50      -     88     39      0      0      0      0  13801   2565   8389     32      0 
    0    131     49      -     85     52      0      0      0      0  13801   2565   8389     32      0 
    0    144     54      -     83     57      0      0      0      0  13801   2565   8389     32      0 
    0    137     54      -     97     39      0      0      0      0  13801   2572   8389     32      0 
    0    140     53      -     99     32      0      0      0      0  13801   2565   8389     32      0 
    0    142     51      -     90     36      0      0      0      0  13801   2565   8389     32      0 
    0    144     50      -     89     39      0      0      0      0  13801   2565   8389     32      0 
    0     49     46      -      0      0      0      0      0      0  13801   2565    390     30      0 
    0     40     45      -      0      0      0      0      0      0  13801   2565    390     30      0 
    0     34     44      -      0      0      0      0      0      0   7001    577    390     30      0 
    0     26     44      -      0      0      0      0      0      0   7001    457    390     30      0 
    0     25     44      -      0      0      0      0      0      0   7001    285    390     30      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     25     44      -      0      0      0      0      0      0   7001    180    390     30      0 
    0     25     43      -      0      0      0      0      0      0   7001    180    390     30      0 
    0     18     43      -      0      0      0      0      0      0    810    180    390     30      0 
    0     11     43      -      0      0      0      0      0      0    405    180    390     30      0 
    0     10     43      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     43      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     42      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     42      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     42      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     42      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     42      -      0      0      0      0      0      0    405    187    390     30      0 
    0     10     41      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     41      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     41      -      0      1      0      0      0      0    405    180    390     30      0 
    0      9     41      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     41      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     41      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     41      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     41      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     41      -      0      0      0      0      0      0    405    180    390     30      0 
    0      9     41      -      0      0      0      0      0      0    405    180    390     30      0 
