trajectory_id,condition,frames,mse,mae,rmse,p95_absolute_error,within_0_1_rate,mean_inference_ms,p95_inference_ms
0,clean,120,0.09220872074365616,0.17959509789943695,0.3036589026451111,0.699999988079071,0.5437984496124031,128.52233199979915,260.3529256998627
1,clean,120,0.10488130897283554,0.19244888424873352,0.32385385036468506,0.715970623493195,0.5288759689922481,50.6651383332913,51.32161720002841
2,clean,120,0.11042460054159164,0.19149728119373322,0.3323019742965698,0.7854072242975237,0.5387596899224806,51.25211266689197,53.009859100620815
3,clean,120,0.09251445531845093,0.1810309886932373,0.3041618764400482,0.699999988079071,0.5397286821705426,51.057620999624,52.22718659952079
4,clean,120,0.1015680804848671,0.18617093563079834,0.3186974823474884,0.7518167138099672,0.5432170542635659,51.95262400017479,53.38392050061884
5,clean,120,0.1078963428735733,0.1887335181236267,0.3284757733345032,0.7503246992826462,0.5531007751937984,50.76257833358492,51.60568030023569
6,clean,120,0.11223622411489487,0.19598190486431122,0.33501675724983215,0.7780908852815631,0.5387596899224806,51.734141999986605,53.864682800212904
7,clean,120,0.10737231373786926,0.1903638243675232,0.3276771605014801,0.7524966955184939,0.540891472868217,51.698955000271475,53.02549160051058
8,clean,120,0.1055605411529541,0.18872252106666565,0.3249008059501648,0.7477443844079974,0.5426356589147286,51.23370499980714,52.791529999649356
9,clean,120,0.1007591187953949,0.19115285575389862,0.31742575764656067,0.7001124650239945,0.5290697674418605,51.03669900017849,52.32464600021558
10,clean,120,0.09563707560300827,0.18386304378509521,0.30925244092941284,0.699999988079071,0.5387596899224806,51.43040466676515,53.42127369985974
11,clean,120,0.09416891634464264,0.18261392414569855,0.3068695366382599,0.699999988079071,0.54515503875969,50.74055866649966,51.47990419991402
12,clean,120,0.09575510025024414,0.184927836060524,0.3094432055950165,0.699999988079071,0.5391472868217054,51.29809133328914,52.432267199492344
13,clean,120,0.10217808932065964,0.1894400268793106,0.31965306401252747,0.760342076420784,0.5375968992248062,51.66368533324809,52.979683299872704
14,clean,120,0.09532831609249115,0.18275897204875946,0.3087528347969055,0.699999988079071,0.5468992248062016,51.195490666638456,52.72583879968806
15,clean,120,0.09660063683986664,0.18484662473201752,0.31080642342567444,0.7087250351905823,0.5319767441860465,50.815116000194394,51.463267300187
16,clean,120,0.10556556284427643,0.19200778007507324,0.3249085545539856,0.7525626718997958,0.5375968992248062,51.39281866649981,53.37279129980743
17,clean,120,0.11034224182367325,0.19706399738788605,0.3321780264377594,0.7775220036506654,0.5325581395348837,52.3785176671178,53.97650080030871
18,clean,120,0.09586106985807419,0.18368147313594818,0.3096143901348114,0.7093638658523567,0.5406976744186046,51.38634966685155,52.11264669969751
19,clean,120,0.08959877490997314,0.18117520213127136,0.29933053255081177,0.6897993206977845,0.5352713178294574,50.75537799954569,51.78089569999429
20,clean,120,0.09810739010572433,0.18809343874454498,0.3132209777832031,0.70000019967556,0.5310077519379846,51.08770866657627,52.54200129966193
21,clean,120,0.10117746144533157,0.18792468309402466,0.31808406114578247,0.7526373773813256,0.5350775193798449,51.310986666673365,52.84140679978009
22,clean,120,0.09491705149412155,0.18322131037712097,0.308086097240448,0.7051111221313477,0.5432170542635659,50.67841166692233,51.31656140074483
23,clean,120,0.10468463599681854,0.1925324946641922,0.3235500454902649,0.7054884403944016,0.5257751937984496,51.229046333598184,52.868103900436836
24,clean,120,0.10346315056085587,0.1873389482498169,0.32165688276290894,0.7591431409120563,0.5501937984496124,50.59971133353732,51.309241100170766
25,clean,120,0.09170358628034592,0.17936106026172638,0.3028259873390198,0.699999988079071,0.5422480620155039,51.00513899985041,52.25916589943154
26,clean,120,0.09129428118467331,0.17958754301071167,0.3021494448184967,0.699999988079071,0.5383720930232558,52.02709966670227,52.267801399830205
27,clean,120,0.09423792362213135,0.18297287821769714,0.3069819509983063,0.699999988079071,0.5424418604651163,51.111443000081636,52.754233500400005
28,clean,120,0.09700829535722733,0.18626609444618225,0.31146153807640076,0.699999988079071,0.5323643410852713,51.11746366674197,52.606928200020775
29,clean,120,0.09709177166223526,0.18589794635772705,0.31159552931785583,0.7010665118694308,0.5343023255813953,51.03579066659828,52.3239811998792
30,clean,120,0.10820947587490082,0.19348473846912384,0.3289520740509033,0.740822070837021,0.5352713178294574,51.14407533346821,52.62849350001488
31,clean,119,0.10674494504928589,0.1946844905614853,0.32671844959259033,0.7173171758651732,0.5247215165135822,51.082830333446815,52.64979619996666
32,clean,120,0.10171671956777573,0.19085459411144257,0.31893059611320496,0.7070520341396334,0.5147286821705427,50.942356000026244,51.989135799885844
33,clean,120,0.09870361536741257,0.19335193932056427,0.31417131423950195,0.699999988079071,0.5145348837209303,50.72180166704735,51.558147400282905
34,clean,120,0.09820052981376648,0.18525992333889008,0.31336963176727295,0.7101103127002725,0.539922480620155,50.8252353338321,51.92928810038211
35,clean,120,0.09123987704515457,0.18122591078281403,0.3020593822002411,0.6821017205715182,0.5358527131782945,51.09666266677474,52.573819100598485
36,clean,120,0.09632109105587006,0.18294604122638702,0.31035640835762024,0.7382073581218722,0.5507751937984496,51.47072133331676,53.115284699651966
37,clean,120,0.09486269950866699,0.18232248723506927,0.3079978823661804,0.699999988079071,0.5457364341085271,52.08338733336859,53.059575999850495
38,clean,120,0.1127559244632721,0.19696201384067535,0.3357914984226227,0.775460106134415,0.5319767441860465,50.717087333396194,51.471292799760704
39,clean,120,0.10606244951486588,0.191322460770607,0.32567229866981506,0.7331321656703954,0.5414728682170543,51.13114166639813,52.731851899989124
40,clean,120,0.10045724362134933,0.18927709758281708,0.31694990396499634,0.7063073754310611,0.5312015503875969,51.51700199985498,53.39532579982915
41,clean,120,0.10449309647083282,0.18865059316158295,0.32325392961502075,0.7506852000951768,0.5478682170542636,51.18788633353688,52.849046799838106
0,vision_noise,120,0.09247086197137833,0.1798185259103775,0.3040902316570282,0.699999988079071,0.5447674418604651,51.31143633328369,51.744544999473874
1,vision_noise,120,0.10525550693273544,0.19277185201644897,0.32443106174468994,0.7187557697296144,0.5294573643410853,51.21146099979038,51.56192700032989
2,vision_noise,120,0.11067942529916763,0.1918119490146637,0.3326851725578308,0.7863409608602524,0.5375968992248062,51.57047299993186,52.54264129971489
3,vision_noise,120,0.09253488481044769,0.1810760647058487,0.30419546365737915,0.699999988079071,0.539922480620155,51.62886666676059,52.69179489987437
4,vision_noise,120,0.10108699649572372,0.18553853034973145,0.317941814661026,0.7471002906560898,0.5434108527131783,51.69282466674,52.59013269987918
5,vision_noise,120,0.10786163806915283,0.18856291472911835,0.3284229636192322,0.7518507391214373,0.5534883720930233,51.17113900026501,51.426723500753724
6,vision_noise,120,0.11195695400238037,0.19561156630516052,0.33459970355033875,0.7680383712053316,0.5397286821705426,51.53592866675657,52.377421299661364
7,vision_noise,120,0.10756224393844604,0.1906137466430664,0.3279668390750885,0.7549060463905336,0.5401162790697674,51.202310000007856,51.46288840005582
8,vision_noise,120,0.10557811707258224,0.1887722611427307,0.3249278664588928,0.7428233593702321,0.5434108527131783,53.024855666384006,53.65041809964168
9,vision_noise,120,0.1009850800037384,0.19134892523288727,0.3177815079689026,0.7008858054876329,0.5282945736434108,51.18274233306389,51.46252970007481
10,vision_noise,120,0.09543275088071823,0.18360713124275208,0.3089219033718109,0.699999988079071,0.5387596899224806,51.2720873333213,51.49274039949887
11,vision_noise,120,0.09430062770843506,0.18267124891281128,0.3070840835571289,0.699999988079071,0.5455426356589147,51.44964266643607,52.07227419959963
12,vision_noise,120,0.09595988690853119,0.185075044631958,0.30977392196655273,0.699999988079071,0.5385658914728683,51.28896633353482,51.50265409993153
13,vision_noise,120,0.10235562920570374,0.18950651586055756,0.31993067264556885,0.761567109823227,0.5374031007751938,51.291692333506944,51.72529570027109
14,vision_noise,120,0.09529039263725281,0.18270960450172424,0.3086914122104645,0.699999988079071,0.547093023255814,51.12543266659486,51.35277670024152
15,vision_noise,120,0.09696013480424881,0.18518224358558655,0.3113842308521271,0.7061456888914114,0.5323643410852713,51.199342333347886,51.665513800071494
16,vision_noise,120,0.10580532997846603,0.19222287833690643,0.32527729868888855,0.7516898185014727,0.5374031007751938,51.38412666686539,52.14968559967019
17,vision_noise,120,0.11076387763023376,0.19746698439121246,0.3328120708465576,0.7796999603509907,0.5323643410852713,53.92058233337593,55.96556259997669
18,vision_noise,120,0.09563227742910385,0.18340548872947693,0.30924469232559204,0.7036742627620708,0.5410852713178295,52.64608266649399,55.5368601999362
19,vision_noise,120,0.08936472237110138,0.18087716400623322,0.2989393174648285,0.6879009276628495,0.5356589147286822,51.214160333377855,51.546546400186344
20,vision_noise,120,0.09814688563346863,0.1880975067615509,0.3132840394973755,0.7000723719596865,0.5323643410852713,51.25302866629985,51.792533400112006
21,vision_noise,120,0.10131567716598511,0.18805885314941406,0.3183012306690216,0.7615334630012515,0.5346899224806202,52.74107166648415,55.90369770006873
22,vision_noise,120,0.09486950188875198,0.18313300609588623,0.30800893902778625,0.7030162811279301,0.5420542635658915,51.48023566653137,51.81983969969224
23,vision_noise,120,0.10487128794193268,0.19265268743038177,0.32383835315704346,0.7028584212064743,0.5267441860465116,51.41808700015341,52.18670349977401
24,vision_noise,120,0.10380163043737411,0.1877777874469757,0.3221825957298279,0.7546083301305772,0.5498062015503876,51.606279666278475,52.565327099546266
25,vision_noise,120,0.09173565357923508,0.17931316792964935,0.3028789460659027,0.699999988079071,0.5432170542635659,51.50627300008637,51.89337739966504
26,vision_noise,120,0.09139436483383179,0.17962157726287842,0.30231499671936035,0.697402343153954,0.5383720930232558,51.2096393331376,51.600652099386934
27,vision_noise,120,0.09440607577562332,0.18309473991394043,0.30725571513175964,0.699999988079071,0.5430232558139535,51.32385566685116,51.755926700116106
28,vision_noise,120,0.0971049889922142,0.18637101352214813,0.3116167485713959,0.699999988079071,0.5333333333333333,53.40148000019932,57.47298040023452
29,vision_noise,120,0.09740786999464035,0.1861785501241684,0.312102347612381,0.7010665118694308,0.5343023255813953,54.25131100006789,57.631181700162415
30,vision_noise,120,0.10849590599536896,0.1938243955373764,0.3293871581554413,0.7413505405187608,0.5341085271317829,51.319957333362254,52.168768200044724
31,vision_noise,119,0.10684043914079666,0.19480212032794952,0.3268645703792572,0.7197503328323362,0.5251123705296072,53.00005233342139,54.867363699486305
32,vision_noise,120,0.10180170834064484,0.1909889429807663,0.31906381249427795,0.706659033894539,0.5137596899224807,51.18096266657327,51.63210020027691
33,vision_noise,120,0.0990804061293602,0.1937846541404724,0.3147704005241394,0.699999988079071,0.514922480620155,51.446821999888925,51.75600269985807
34,vision_noise,120,0.09797916561365128,0.18498878180980682,0.31301623582839966,0.7100468873977668,0.5412790697674419,51.147648000248104,51.52059539996117
35,vision_noise,120,0.09116673469543457,0.18109965324401855,0.3019382953643799,0.681224709749222,0.5354651162790698,52.94819300039914,56.223512200540426
36,vision_noise,120,0.09619783610105515,0.18279176950454712,0.31015774607658386,0.7367735683918002,0.5503875968992248,55.19305500032109,58.55125440066331
37,vision_noise,120,0.09516099095344543,0.18251170217990875,0.30848175287246704,0.699999988079071,0.5457364341085271,51.23521299992717,51.50237680009013
38,vision_noise,120,0.1131209135055542,0.19730927050113678,0.3363345265388489,0.780468761920929,0.5317829457364341,51.1649643334143,51.54425360051391
39,vision_noise,120,0.10647810250520706,0.19165639579296112,0.32630982995033264,0.7360001593828205,0.540891472868217,51.77090066687621,53.18869830061885
40,vision_noise,120,0.10081388801336288,0.1895972490310669,0.31751203536987305,0.7067130327224734,0.5308139534883721,51.347582999975806,51.909131100183004
41,vision_noise,120,0.10451537370681763,0.18869055807590485,0.3232883810997009,0.7506432205438613,0.5472868217054263,51.9878703332021,52.60724730005677
0,occlusion,120,0.0916975736618042,0.17915602028369904,0.3028160631656647,0.699999988079071,0.5445736434108527,53.602470999976504,56.71452299966404
1,occlusion,120,0.10436027497053146,0.19191016256809235,0.3230484127998352,0.715970623493195,0.5298449612403101,50.89493400009815,52.18577979985639
2,occlusion,120,0.11029361188411713,0.19148015975952148,0.3321048319339752,0.7854826271533971,0.5383720930232558,50.59901866631359,51.518961799501994
3,occlusion,120,0.09223568439483643,0.18085111677646637,0.30370327830314636,0.699999988079071,0.539922480620155,51.072792333798134,52.13931680063979
4,occlusion,120,0.10128139704465866,0.18582434952259064,0.31824737787246704,0.7511902868747712,0.5422480620155039,51.56310400010019,52.67966370056456
5,occlusion,120,0.10777488350868225,0.18863944709300995,0.3282908499240875,0.7481107890605927,0.5521317829457364,51.04244033282157,52.55010319988287
6,occlusion,120,0.11203057318925858,0.19576036930084229,0.33470967411994934,0.7741940110921864,0.5385658914728683,51.292093333358935,52.61108030035757
7,occlusion,120,0.10724979639053345,0.19026127457618713,0.3274901509284973,0.7524966955184939,0.5410852713178295,50.65641566640503,51.40757749968543
8,occlusion,120,0.10557123273611069,0.18873192369937897,0.3249172568321228,0.7470673799514774,0.5432170542635659,50.98997633346395,52.24021600060951
9,occlusion,120,0.10097012668848038,0.1913580298423767,0.3177579641342163,0.7003134936094284,0.5284883720930232,51.24069400001948,51.688311000361864
10,occlusion,120,0.09569472819566727,0.18394921720027924,0.30934563279151917,0.699999988079071,0.5385658914728683,53.42459099999056,56.00392259957516
11,occlusion,120,0.09409643709659576,0.18257252871990204,0.30675143003463745,0.699999988079071,0.54515503875969,50.92697433307573,52.03129679939593
12,occlusion,120,0.09521795064210892,0.18445108830928802,0.30857405066490173,0.699999988079071,0.5391472868217054,50.86116366661978,51.75728459989841
13,occlusion,120,0.10213742405176163,0.18946728110313416,0.3195894658565521,0.7629136800765992,0.537015503875969,51.636999666394935,53.3072835000894
14,occlusion,120,0.09519241005182266,0.1827203631401062,0.3085326850414276,0.699999988079071,0.546124031007752,51.03990499992506,52.35290319988053
15,occlusion,120,0.09623934328556061,0.1844499707221985,0.31022465229034424,0.7058134615421295,0.5319767441860465,53.2866496666126,55.89266549995955
16,occlusion,120,0.105343297123909,0.19184540212154388,0.3245663344860077,0.7494335740804674,0.5377906976744186,51.9084263332843,53.807443699770374
17,occlusion,120,0.11011142283678055,0.19687826931476593,0.3318304121494293,0.7779380232095721,0.5341085271317829,51.57084799975564,54.14016999939122
18,occlusion,120,0.09564448893070221,0.18352918326854706,0.3092644214630127,0.703160399198533,0.540891472868217,51.90290599997146,52.95537069996499
19,occlusion,120,0.08932564407587051,0.18100154399871826,0.2988739609718323,0.6899204760789874,0.5350775193798449,51.87990833352766,53.20099480013596
20,occlusion,120,0.09810780733823776,0.18812306225299835,0.31322166323661804,0.699999988079071,0.5302325581395348,57.118678333305674,64.67457440012367
21,occlusion,120,0.10103272646665573,0.18781422078609467,0.31785646080970764,0.7536328464746479,0.5348837209302325,51.069182666348446,52.61674099974698
22,occlusion,120,0.09473767876625061,0.18305647373199463,0.30779486894607544,0.7032229036092762,0.5412790697674419,52.413099666713,53.88948350000646
23,occlusion,120,0.10461435467004776,0.19252808392047882,0.32344141602516174,0.704374694824219,0.525968992248062,51.15271100021346,51.493506399856415
24,occlusion,120,0.10293718427419662,0.1867888867855072,0.32083824276924133,0.7559934884309774,0.5515503875968992,50.694530333506314,51.34758190051798
25,occlusion,120,0.09178441017866135,0.179464653134346,0.3029594123363495,0.699999988079071,0.5410852713178295,50.94986466701812,52.09385560037845
26,occlusion,120,0.09138623625040054,0.1796846240758896,0.3023015558719635,0.699999988079071,0.5372093023255814,50.76318066676322,51.612999200278864
27,occlusion,120,0.09414677321910858,0.18296420574188232,0.3068334758281708,0.699999988079071,0.5416666666666666,51.16834933293527,51.55252579961598
28,occlusion,120,0.09695298224687576,0.18625153601169586,0.3113727271556854,0.699999988079071,0.5341085271317829,51.344635666888884,52.88811860009446
29,occlusion,120,0.09697286039590836,0.18583530187606812,0.31140464544296265,0.7030799835920334,0.5348837209302325,50.750505333174566,51.43679979992157
30,occlusion,120,0.10803885012865067,0.1932985782623291,0.32869264483451843,0.7386191904544834,0.536046511627907,51.020982666765725,52.36237630015239
31,occlusion,119,0.10657298564910889,0.19447003304958344,0.32645517587661743,0.7176619291305542,0.5253077975376197,50.90414633317172,52.03301649989953
32,occlusion,120,0.10129939764738083,0.19043998420238495,0.31827566027641296,0.7078919470310211,0.5153100775193798,51.33569499988274,52.67366569933074
33,occlusion,120,0.09824498742818832,0.19292384386062622,0.31344056129455566,0.699999988079071,0.5147286821705427,50.86575466672608,51.728452800034574
34,occlusion,120,0.09800609946250916,0.18509285151958466,0.3130592703819275,0.7100468873977668,0.5401162790697674,51.09099800029071,51.88271360020735
35,occlusion,120,0.09051245450973511,0.18034355342388153,0.30085286498069763,0.6789702922105789,0.537015503875969,50.804307999593824,51.83862389967544
36,occlusion,120,0.09619080275297165,0.18282893300056458,0.31014642119407654,0.7368267983198171,0.5503875968992248,50.75661600009577,51.704840900583804
37,occlusion,120,0.09466560184955597,0.1820875108242035,0.3076777458190918,0.699999988079071,0.5459302325581395,51.54452733343836,52.56672570012597
38,occlusion,120,0.11253020912408829,0.19666919112205505,0.3354552388191223,0.7686498224735262,0.5325581395348837,51.10327500005951,52.39279590014121
39,occlusion,120,0.10554695874452591,0.19084344804286957,0.324879914522171,0.7315634012222291,0.5416666666666666,51.13324633324131,52.556950399593916
40,occlusion,120,0.10026714950799942,0.18908372521400452,0.3166498839855194,0.7041516333818438,0.5312015503875969,50.93733499961672,52.117758199983655
41,occlusion,120,0.10447618365287781,0.18868929147720337,0.32322776317596436,0.7503296345472337,0.5478682170542636,51.295551000293926,52.69006170010471
0,state_noise,120,0.09220587462186813,0.17958331108093262,0.30365419387817383,0.699999988079071,0.5439922480620155,50.951505666792706,51.728895300493605
1,state_noise,120,0.10488297790288925,0.19244608283042908,0.3238564133644104,0.715970623493195,0.5290697674418605,50.80707966650758,51.633531500101526
2,state_noise,120,0.1104145348072052,0.19148634374141693,0.3322868347167969,0.7854072242975237,0.5391472868217054,50.98825166654327,52.17342080022718
3,state_noise,120,0.09250585734844208,0.18101614713668823,0.30414775013923645,0.699999988079071,0.5393410852713179,50.965463999697626,52.153611399353395
4,state_noise,120,0.10157264769077301,0.18618036806583405,0.31870463490486145,0.7515523403882981,0.5436046511627907,50.65368166712384,51.398314500238484
