trajectory_id,condition,frames,mse,mae,rmse,p95_absolute_error,within_0_1_rate,mean_inference_ms,p95_inference_ms
0,clean,120,0.09759078174829483,0.18829749524593353,0.31239524483680725,0.699999988079071,0.5203488372093024,125.45900599980087,251.1541770001713
1,clean,120,0.11234456300735474,0.20271123945713043,0.335178405046463,0.7318588197231293,0.5075581395348837,50.98786300004576,51.81147900002543
2,clean,120,0.11410802602767944,0.19900767505168915,0.3377988040447235,0.7859993785619737,0.5238372093023256,51.640752666268476,53.79514009955528
3,clean,120,0.09571670740842819,0.18848077952861786,0.3093811571598053,0.699999988079071,0.5203488372093024,51.51489166655665,52.584804500202154
4,clean,120,0.1123298928141594,0.19986538589000702,0.33515653014183044,0.7857481718063357,0.5207364341085271,51.37470900020465,52.95278990006409
5,clean,120,0.11508303135633469,0.19994673132896423,0.3392389118671417,0.765260061621666,0.5275193798449612,51.641786333675554,52.787178700600634
6,clean,120,0.11793752014636993,0.20528171956539154,0.3434203267097473,0.7822488814592369,0.5098837209302326,50.75213599987668,51.46270590030326
7,clean,120,0.11477002501487732,0.20134060084819794,0.33877724409103394,0.7570244044065477,0.5151162790697674,51.13758433314312,52.33334409958843
8,clean,120,0.11293496191501617,0.1989911049604416,0.33605796098709106,0.7723736852407459,0.512984496124031,51.26772300021306,52.73794010054189
9,clean,120,0.1045682430267334,0.19691310822963715,0.3233701288700104,0.7154421895742418,0.5108527131782946,51.117426000018895,52.4062812003649
10,clean,120,0.10337042063474655,0.19523397088050842,0.32151269912719727,0.7155025720596314,0.5160852713178294,52.65695066706636,53.20389030021033
11,clean,120,0.10051313042640686,0.19193173944950104,0.31703805923461914,0.7180259823799142,0.5215116279069767,51.37320700002116,52.74735110033362
12,clean,120,0.09771861881017685,0.19040906429290771,0.312599778175354,0.699999988079071,0.5191860465116279,51.54473866665891,53.31033290021878
13,clean,120,0.10747113078832626,0.19892725348472595,0.32782790064811707,0.7572008281946186,0.5124031007751938,51.334531333244136,52.957915700062586
14,clean,120,0.10105755180120468,0.19141022861003876,0.3178955018520355,0.7207045435905457,0.5203488372093024,50.88847633336021,51.75755000036588
15,clean,120,0.10306023061275482,0.19441375136375427,0.3210299611091614,0.7080811053514482,0.5127906976744186,51.34446933334402,53.05715370013786
16,clean,120,0.11058443039655685,0.2002708911895752,0.332542359828949,0.7885944485664368,0.5195736434108527,51.21115400015697,52.786696999828564
17,clean,120,0.11299721151590347,0.20313763618469238,0.336150586605072,0.7670810520648962,0.5170542635658915,51.334397666626806,52.387581699895236
18,clean,120,0.10307883471250534,0.19436874985694885,0.3210589289665222,0.7372871905565265,0.5201550387596899,51.253759333424874,52.65626090040314
19,clean,120,0.09792188555002213,0.19184274971485138,0.31292474269866943,0.699999988079071,0.5170542635658915,51.43023166662412,52.90323189974515
20,clean,120,0.10531074553728104,0.1977163404226303,0.3245161771774292,0.7139060407876971,0.5108527131782946,51.145994999690934,52.28634140012218
21,clean,120,0.10966850072145462,0.20046046376228333,0.33116233348846436,0.7736544728279122,0.5122093023255814,51.343776333851565,52.98473360044227
22,clean,120,0.10341797024011612,0.19583342969417572,0.32158663868904114,0.7106611102819445,0.5151162790697674,51.29907699999118,52.86673740010883
23,clean,120,0.10577362030744553,0.19589918851852417,0.32522857189178467,0.7028765320777893,0.5102713178294573,51.28348766659959,52.851334500155644
24,clean,120,0.1058635264635086,0.19310131669044495,0.3253667652606964,0.7630135178565982,0.5306201550387597,51.407935000194506,52.7711973998521
25,clean,120,0.09689220786094666,0.1891365647315979,0.3112751245498657,0.699999988079071,0.5162790697674419,55.2239606662018,58.043501899283
26,clean,120,0.10082157701253891,0.1919032782316208,0.31752413511276245,0.699999988079071,0.5151162790697674,55.83232433309604,58.682008699815924
27,clean,120,0.0985543355345726,0.19147424399852753,0.3139336407184601,0.699999988079071,0.5174418604651163,55.26048133348619,56.400200899679476
28,clean,120,0.10242711752653122,0.19563676416873932,0.32004237174987793,0.699999988079071,0.5063953488372093,51.10933900020124,52.36929990060162
29,clean,120,0.10382086038589478,0.19618383049964905,0.32221245765686035,0.714611726999283,0.5067829457364341,52.222065999558254,53.899701399404876
