#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s
 20260913    13:51:58       0     41     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:51:59       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:00       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:01       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:02       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      1
 20260913    13:52:03       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:04       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      2
 20260913    13:52:05       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:06       0     31     38      -      0      3      0      0      0      0    810    457      0      0   7647     24      0      -      -      0      0      2
 20260913    13:52:07       0     14     38      -      0     16      0      0      0      0    810    300      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:08       0     11     37      -      0     26      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      1
 20260913    13:52:09       0     10     37      -      0     34      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      1
 20260913    13:52:10       0     10     37      -      0     30      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:12       0     10     37      -      0     15      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:13       0     11     37      -      0     19      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      1      2
 20260913    13:52:14       0     10     37      -      0     35      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      1      2
 20260913    13:52:15       0     10     37      -      0     40      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      1      3
 20260913    13:52:16       0     10     37      -      0     29      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      1      2
 20260913    13:52:17       0     10     37      -      0     33      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      1      2
 20260913    13:52:18       0      9     36      -      0     37      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      1   4313
 20260913    13:52:19       0     23     37      -      5      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      1
 20260913    13:52:20       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:21       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      2
 20260913    13:52:22       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:23       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      1
 20260913    13:52:24       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:25       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:26       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:27       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:28       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:29       0     71     47      -     73     26      0      0      0      0  13801   2857      0      0   7647     24      0      -      -      0     84    175
 20260913    13:52:30       0    206     52      -     87     43      0      0      0      0  13801   2872      0      0   7647     24      0      -      -      0     91     16
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s
 20260913    13:52:31       0    210     52      -     94     34      0      0      0      0  13801   2872      0      0   7647     24      0      -      -      0     39      8
 20260913    13:52:33       0    212     52      -     87     38      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0    105    172
 20260913    13:52:34       0    210     52      -     94     41      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     86     14
 20260913    13:52:35       0    170     44      -     87     31      0      0      0      0  13801   2872      0      0   7647     24      0      -      -      0    108     18
 20260913    13:52:36       0    176     47      -     88     38      0      0      0      0  13801   2872      0      0   7647     24      0      -      -      0     39     14
 20260913    13:52:37       0    206     53      -     87     40      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0   2241     19
 20260913    13:52:38       0    212     55      -     94     39      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     68      7
 20260913    13:52:39       0    212     53      -     86     32      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     39     24
 20260913    13:52:40       0    211     54      -     88     42      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0   2243     17
 20260913    13:52:41       0    212     55      -     94     32      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     82      5
 20260913    13:52:42       0    212     51      -     94     37      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     39     22
 20260913    13:52:43       0    211     52      -     87     33      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0   2248     18
 20260913    13:52:44       0    213     55      -     90     42      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     83      3
 20260913    13:52:45       0    213     55      -     93     32      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     43     25
 20260913    13:52:46       0    211     56      -     81     39      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0   2243     17
 20260913    13:52:47       0    211     51      -     94     36      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     83      3
 20260913    13:52:48       0    183     45      -     12      1      0      0      0      0  13801   2872      0      0   7647     24      0      -      -      0      1   3473
 20260913    13:52:49       0     53     43      -     23      1      0      0      0      0  13801   2872      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:50       0     48     42      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:51       0     41     42      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:52       0     41     42      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:53       0     41     41      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:55       0     41     41      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:56       0     41     41      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:57       0     41     41      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      1
 20260913    13:52:58       0     41     41      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:52:59       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:00       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:01       0     41     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      2
 20260913    13:53:02       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:03       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      2
 20260913    13:53:04       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:05       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:06       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:07       0     34     39      -      0      0      0      0      0      0   7001    457      0      0   7647     24      0      -      -      0      0      1
 20260913    13:53:08       0     19     38      -      0     17      0      0      0      0    810    277      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:09       0     13     38      -      0     21      0      0      0      0    810    187      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:10       0     10     38      -      0     35      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:11       0     10     38      -      0     41      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:12       0     10     38      -      0     38      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:13       0     10     37      -      0     37      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:14       0      9     37      -      0     46      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:16       0     10     37      -      0     41      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:17       0     11     37      -      0     18      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s
 20260913    13:53:18       0      9     37      -      0     21      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:19       0      9     37      -      0     33      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:20       0      9     37      -      0     43      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:21       0      9     37      -      0     42      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      2
 20260913    13:53:22       0      9     37      -      0     38      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:23       0      9     37      -      0     34      0      0      0      0    405    187      0      0   7647     24      0      -      -      0      0      1
 20260913    13:53:24       0     11     37      -      0     16      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      1      3
 20260913    13:53:25       0     10     37      -      0     34      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      2      2
 20260913    13:53:26       0     10     37      -      0     37      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      1      2
 20260913    13:53:27       0     10     37      -      0     34      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      1      2
 20260913    13:53:28       0     22     38      -      6      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:30       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:31       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:32       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:33       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:34       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      1
 20260913    13:53:35       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0   2272      9
 20260913    13:53:36       0    190     46      -     87     38      0      0      0      0  13801   2872      0      0   7647     24      0      -      -      0     99     17
 20260913    13:53:37       0    191     52      -     85     42      0      0      0      0  13801   2872      0      0   7647     24      0      -      -      0     34     17
 20260913    13:53:38       0    191     52      -     87     33      0      0      0      0  13801   2872      0      0   7647     24      0      -      -      0     32      9
 20260913    13:53:39       0    173     50      -     67     35      0      0      0      0  13801   2872      0      0   7647     24      0      -      -      0     87      5
 20260913    13:53:40       0    189     53      -     67     31      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0      0      2
 20260913    13:53:41       0    187     51      -     93     33      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:42       0    191     53      -     75     25      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     69      8
 20260913    13:53:43       0    205     55      -     86     30      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0   2280      8
 20260913    13:53:44       0    213     54      -     87     34      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     50     12
 20260913    13:53:45       0    212     55      -     92     43      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     90     18
 20260913    13:53:46       0    212     55      -     87     43      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     91     10
 20260913    13:53:47       0    211     53      -     94     35      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     11     22
 20260913    13:53:48       0    213     55      -     87     36      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0    108     17
 20260913    13:53:49       0    205     55      -     58     28      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0    127     16
 20260913    13:53:50       0    187     54      -     94     32      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     71      6
 20260913    13:53:51       0    202     55      -     91     31      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0    108    171
 20260913    13:53:52       0    205     55      -     88     35      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0    117     11
 20260913    13:53:53       0    204     55      -     88     40      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0     42     22
 20260913    13:53:54       0    211     52      -     94     39      0      0      0      0  13801   2865      0      0   7647     24      0      -      -      0      2   2647
 20260913    13:53:55       0    116     44      -      9      1      0      0      0      0  13801   2872      0      0   7647     24      0      -      -      0      1   7481
 20260913    13:53:56       0     48     43      -     12      1      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:58       0     41     42      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:53:59       0     41     42      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:00       0     41     42      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:01       0     41     42      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:02       0     41     41      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:03       0     41     41      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s
 20260913    13:54:04       0     41     41      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      1
 20260913    13:54:05       0     41     41      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:06       0     41     41      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      2
 20260913    13:54:07       0     40     41      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      1
 20260913    13:54:08       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      2
 20260913    13:54:09       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:10       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:11       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:12       0     40     40      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:13       0     30     39      -      0      2      0      0      0      0    810    465      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:14       0     17     39      -      0     19      0      0      0      0    810    360      0      0   7647     24      0      -      -      0      0      1
 20260913    13:54:15       0     10     39      -      0     21      0      0      0      0    810    202      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:16       0     10     38      -      0     42      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:17       0     10     38      -      0     38      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:18       0     10     38      -      0     43      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:20       0     10     38      -      0     33      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:21       0     10     38      -      0     17      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:22       0     11     38      -      0     14      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:23       0     10     37      -      0     38      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:24       0      9     37      -      0     44      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      1
 20260913    13:54:25       0      9     37      -      0     43      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:26       0      9     37      -      0     36      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      2
 20260913    13:54:27       0      9     37      -      0     45      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:28       0     10     37      -      0     20      0      0      0      0    405    180      0      0   7647     24      0      -      -      0      1      4
 20260913    13:54:29       0     14     38      -     14      1      0      0      0      0  13801   1537      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:30       0     40     38      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      2
 20260913    13:54:31       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:32       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      2
 20260913    13:54:33       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:34       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      2
 20260913    13:54:35       0     40     39      -     12      1      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      1   2465
 20260913    13:54:36       0     40     39      -     21      1      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      1   2887
 20260913    13:54:37       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:38       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:39       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:41       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:42       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:43       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:44       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      2
 20260913    13:54:45       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:46       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      2
 20260913    13:54:47       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:48       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
 20260913    13:54:49       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      1
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s
 20260913    13:54:50       0     40     39      -      0      0      0      0      0      0  13801   2565      0      0   7647     24      0      -      -      0      0      0
