method,episodes,escalations_per_episode,failure_recovery_rate,handoff_contract_rate,handoff_failure_rate,mean_actions,mean_planner_latency_ms,mean_progress,mean_recovery_decision_latency_ms,mean_recovery_latency_actions,memory_hit_rate,monitor_queries_per_failure,nominal_model_calls_per_episode,recovery_actions_per_failure,recovery_model_calls_per_failure,rollback_actions_per_episode,task_success_rate
agentchord,18000,0.0,0.9998477002741395,0.5872144112478032,0.30173550087873463,12.196777777777777,5.2254170026131606,0.9813314814814815,0.008713998304883577,4.728611322670728,0.0,2.3358208955223883,34.71977777777778,2.3358208955223883,0.0,0.0,0.9996666666666667
baton_str,18000,0.0,1.0,1.0,0.0,11.267833333333334,3.578978956833491,0.9814703703703704,0.011673148841762343,3.882514216084484,0.20651333848572875,1.9051076360682373,32.95483333333333,1.9051076360682373,0.0,0.0,0.9999444444444444
doremi,18000,0.0,0.9833917415815938,0.08688674083530913,0.6590552617180375,15.218777777777778,6.41029498288842,0.9663731481481481,0.009285254344441513,7.09193265158558,0.0,11.319975620905074,40.53772222222222,3.773325206968358,3.773325206968358,0.0,0.9752222222222222
inner_monologue,18000,0.0,0.9833917415815938,0.08688674083530913,0.6590552617180375,15.218777777777778,6.464803720224116,0.9663731481481481,0.00947992520074558,7.09193265158558,0.0,3.773325206968358,40.53772222222222,3.773325206968358,3.773325206968358,0.0,0.9752222222222222
no_recovery,18000,0.0,0.6084656084656085,0.0,0.6982898843803579,24.076944444444443,7.9967815740552,0.7576416446208113,0.005314817580615553,4.995436934997848,0.0,0.0,65.892,0.0,0.0,0.0,0.5846111111111111
rekep,18000,0.0,0.6003666841278156,0.0,0.697718036886527,26.446555555555555,7.705140763611541,0.7513374559082893,0.005495921855554871,8.298752290376058,0.0,9.343216343635412,50.58844444444444,9.343216343635412,0.0,9.909,0.5725555555555556
