trajectory_id,condition,frames,mse,mae,rmse,p95_absolute_error,within_0_1_rate,mean_inference_ms,p95_inference_ms
0,clean,120,0.09755972027778625,0.1882740557193756,0.3123455047607422,0.699999988079071,0.5207364341085271,182.90244299987535,405.5252497001674
1,clean,120,0.11233647912740707,0.2027469128370285,0.335166335105896,0.7271941900253303,0.5077519379844961,55.50059166671417,59.43705769986991
2,clean,120,0.11406641453504562,0.1989898979663849,0.33773720264434814,0.7859993785619737,0.5236434108527132,56.03898333356483,58.530492699810566
3,clean,120,0.09565550088882446,0.18844085931777954,0.30928224325180054,0.699999988079071,0.5189922480620155,56.02455733333045,60.64550120036074
4,clean,120,0.11229546368122101,0.19984954595565796,0.33510515093803406,0.7873697131872178,0.5209302325581395,51.69966099977804,53.205749199514685
5,clean,120,0.1150643527507782,0.1999349445104599,0.3392113745212555,0.7660527914762497,0.5279069767441861,50.97799233347663,52.14751139956206
6,clean,120,0.1179291382431984,0.2052709311246872,0.34340810775756836,0.785162553191186,0.5102713178294573,51.71025000011772,52.62963609948201
7,clean,120,0.11479988694190979,0.201337069272995,0.33882132172584534,0.7559906065464022,0.5160852713178294,51.22822866663531,52.726498199535854
8,clean,120,0.11298108100891113,0.19901369512081146,0.3361265957355499,0.7699608296155936,0.512015503875969,51.021808333340836,52.34552710007847
9,clean,120,0.10452108085155487,0.1968642622232437,0.3232972025871277,0.7154421895742418,0.5116279069767442,51.50514266703491,53.368625600614905
10,clean,120,0.10336241871118546,0.1952204406261444,0.3215002715587616,0.7131006777286535,0.5153100775193798,52.35730766708002,53.32999170068433
11,clean,120,0.10051047056913376,0.1919667273759842,0.3170338571071625,0.7229657411575322,0.521124031007752,51.3820473333908,53.339621299619466
12,clean,120,0.09774470329284668,0.19040840864181519,0.3126415014266968,0.699999988079071,0.5203488372093024,52.03057866674499,53.233364800144045
13,clean,120,0.10749740898609161,0.19894598424434662,0.3278679847717285,0.7596503943204881,0.5114341085271318,50.94756433300063,52.198272699661175
14,clean,120,0.10109102725982666,0.1914074867963791,0.3179481625556946,0.7194082528352738,0.5209302325581395,50.53748833324789,51.166776299851335
15,clean,120,0.10305988043546677,0.1944032460451126,0.321029394865036,0.707170641422272,0.5124031007751938,51.325062333792935,52.82770850062661
16,clean,120,0.11059556156396866,0.20028701424598694,0.33255910873413086,0.7889221101999284,0.5201550387596899,51.23176933314729,52.82922879951002
17,clean,120,0.11305305361747742,0.2031688541173935,0.33623361587524414,0.7648842513561258,0.5172480620155039,51.22800866683974,52.84949169972606
18,clean,120,0.10308024287223816,0.19436046481132507,0.3210611343383789,0.7372871905565265,0.5203488372093024,50.97773033321573,52.001268900221476
19,clean,120,0.09788260608911514,0.1917964220046997,0.31286194920539856,0.699999988079071,0.5164728682170543,50.741480000093965,51.585922399408446
20,clean,120,0.10534755140542984,0.1977589875459671,0.3245728611946106,0.711409956216813,0.5106589147286822,51.37528566653297,52.58800869996776
21,clean,120,0.10970638692378998,0.20050933957099915,0.33121955394744873,0.774767708778382,0.512015503875969,51.19541866649039,52.39866859992617
22,clean,120,0.10338260233402252,0.1958291232585907,0.32153165340423584,0.7119401395320893,0.5155038759689923,50.96081433324192,52.51995649996388
23,clean,120,0.1056709736585617,0.19581720232963562,0.32507070899009705,0.7025390863418579,0.5102713178294573,50.59870333328339,51.21147949930673
24,clean,120,0.10586986690759659,0.1930997222661972,0.3253765106201172,0.7624357223510746,0.5296511627906977,53.594080000342124,55.836971800363244
25,clean,120,0.09679296612739563,0.18902845680713654,0.31111568212509155,0.699999988079071,0.5170542635658915,51.144246000148996,52.24060749997079
26,clean,120,0.10073341429233551,0.19183848798274994,0.3173852860927582,0.699999988079071,0.5151162790697674,50.876376000208744,51.95753980005975
27,clean,120,0.09846211224794388,0.19138124585151672,0.31378674507141113,0.699999988079071,0.517829457364341,52.16137100008685,55.919975800134125
28,clean,120,0.10241062939167023,0.19562411308288574,0.32001662254333496,0.699999988079071,0.5069767441860465,51.30253266664416,52.799535999656655
29,clean,120,0.10380062460899353,0.19614636898040771,0.3221810460090637,0.7155260115861893,0.5065891472868217,50.96564099949319,52.31046699955186
30,clean,120,0.1145857572555542,0.20272566378116608,0.33850517868995667,0.777129250764847,0.5143410852713178,51.96706233346049,55.372113400608214
31,clean,119,0.11145380884408951,0.20203731954097748,0.3338469862937927,0.7422509908676147,0.5036153996482314,51.10073099998166,52.66039580010329
32,clean,120,0.10596444457769394,0.196150004863739,0.3255217969417572,0.7258186578750616,0.5236434108527132,50.818673000018556,52.01088269996035
33,clean,120,0.10168579965829849,0.19601161777973175,0.3188821077346802,0.7155641764402391,0.513953488372093,51.35877833345148,53.04656440021063
34,clean,120,0.10602672398090363,0.1956554651260376,0.3256174623966217,0.7653570443391804,0.5153100775193798,51.403971999813315,53.044706999753544
35,clean,120,0.09753065556287766,0.1900912970304489,0.312298983335495,0.699999988079071,0.5213178294573644,51.09624866690865,52.55441690023872
36,clean,120,0.1045856922864914,0.19440655410289764,0.32339709997177124,0.7599617570638658,0.5263565891472868,50.68001166637259,51.40464389951376
37,clean,120,0.10084418952465057,0.19137778878211975,0.31755974888801575,0.699999988079071,0.5271317829457365,51.34881800010286,52.81542280035865
38,clean,120,0.1200270801782608,0.20774713158607483,0.34644925594329834,0.8008330702781679,0.5060077519379845,50.65406366672202,51.3712107003812
39,clean,120,0.11169888079166412,0.2001727968454361,0.33421382308006287,0.7413072556257251,0.5170542635658915,51.88724400037851,52.68940980058687
40,clean,120,0.10703873634338379,0.19856539368629456,0.3271677494049072,0.718411883711815,0.5184108527131783,51.09214433347612,52.56353400027365
41,clean,120,0.11152461916208267,0.19938257336616516,0.33395302295684814,0.7524221837520607,0.5191860465116279,51.30531633282468,52.971044599780726
0,vision_noise,120,0.09755346179008484,0.1882747858762741,0.3123354911804199,0.699999988079071,0.5203488372093024,51.260900666723806,51.804272000026685
1,vision_noise,120,0.11236143857240677,0.20275427401065826,0.3352035880088806,0.7326971501111985,0.5079457364341086,51.712512333021245,52.734774799228035
2,vision_noise,120,0.11403289437294006,0.19896072149276733,0.33768758177757263,0.7863390713930131,0.5234496124031007,52.2540016666729,52.891630199974315
3,vision_noise,120,0.09564762562513351,0.18843337893486023,0.309269517660141,0.699999988079071,0.5191860465116279,51.48913633305104,52.29244580023078
4,vision_noise,120,0.11233794689178467,0.19989129900932312,0.3351685404777527,0.7874104589223865,0.5207364341085271,52.06621599973005,52.86464699975113
5,vision_noise,120,0.11509420722723007,0.19998256862163544,0.33925536274909973,0.7661113828420641,0.5282945736434108,51.13425033323438,51.39906340009475
6,vision_noise,120,0.1179300844669342,0.2052692323923111,0.3434095084667206,0.785215547680855,0.5106589147286822,51.69634166668402,52.8614457999538
7,vision_noise,120,0.11481580883264542,0.2013639658689499,0.33884480595588684,0.757891002297402,0.5162790697674419,51.26361933344015,51.836887499484874
8,vision_noise,120,0.1129947304725647,0.19902461767196655,0.33614689111709595,0.7701471000909813,0.5131782945736434,51.924412666873344,52.77732570011722
9,vision_noise,120,0.10454770922660828,0.19689379632472992,0.3233383893966675,0.7160231918096543,0.5114341085271318,51.19913033377088,51.53544110007715
10,vision_noise,120,0.10337013751268387,0.19522857666015625,0.32151225209236145,0.7137847006320958,0.515891472868217,51.83587766653849,52.37406699998246
11,vision_noise,120,0.10050047934055328,0.19194245338439941,0.3170180916786194,0.7231490492820744,0.5207364341085271,51.20618066666793,51.48974110006748
12,vision_noise,120,0.09777090698480606,0.19042648375034332,0.3126834034919739,0.699999988079071,0.5205426356589147,51.43663699982426,52.34645889968306
13,vision_noise,120,0.10751278698444366,0.19897300004959106,0.32789143919944763,0.7603393942117691,0.5114341085271318,51.288754333351484,51.78163190030318
14,vision_noise,120,0.10113392770290375,0.19144006073474884,0.31801560521125793,0.718328127264977,0.5205426356589147,51.78193666627825,52.373096499377425
15,vision_noise,120,0.10309648513793945,0.19444282352924347,0.32108640670776367,0.707170641422272,0.5127906976744186,51.53833033333891,52.34475810066215
16,vision_noise,120,0.1105993241071701,0.20030330121517181,0.3325647711753845,0.7886049956083299,0.5207364341085271,55.10786566658984,62.15739809995284
17,vision_noise,120,0.11308981478214264,0.203202024102211,0.33628830313682556,0.7648256599903114,0.516860465116279,51.37322733329105,52.060488000006444
18,vision_noise,120,0.10310526192188263,0.19437310099601746,0.3211000859737396,0.7389763116836549,0.5209302325581395,51.778020666764256,52.14863810051611
19,vision_noise,120,0.09792211651802063,0.1918184459209442,0.3129251003265381,0.699999988079071,0.5164728682170543,51.44125966641392,52.037810199635715
20,vision_noise,120,0.10535843670368195,0.19775943458080292,0.32458963990211487,0.711241936683655,0.5106589147286822,51.18025566662254,51.576639599625196
21,vision_noise,120,0.10968885570764542,0.2004779726266861,0.33119308948516846,0.7758810013532642,0.5125968992248062,53.3980613336098,54.45315790002496
22,vision_noise,120,0.10336761176586151,0.1957939714193344,0.32150834798812866,0.7123472571372986,0.5151162790697674,51.540053666940366,52.01915880006709
23,vision_noise,120,0.1056940034031868,0.1958300918340683,0.325106143951416,0.7014900147914886,0.5108527131782946,51.67163033365796,52.527906500563404
24,vision_noise,120,0.10589277744293213,0.19312727451324463,0.32541170716285706,0.7624357223510746,0.5294573643410853,51.483651000125974,52.34507309996843
25,vision_noise,120,0.09683304280042648,0.18906943500041962,0.31118008494377136,0.699999988079071,0.5166666666666667,51.28964666679773,51.86579499986692
26,vision_noise,120,0.10084112733602524,0.19193711876869202,0.31755492091178894,0.699999988079071,0.514922480620155,51.538748666644096,52.14869389983505
27,vision_noise,120,0.09846838563680649,0.19139449298381805,0.313796728849411,0.699999988079071,0.5180232558139535,52.419281999997715,53.327812300358346
28,vision_noise,120,0.10242120176553726,0.19563445448875427,0.32003313302993774,0.699999988079071,0.5063953488372093,51.33284999980484,51.97953169972607
29,vision_noise,120,0.10383857041597366,0.1961757391691208,0.3222399353981018,0.7155260115861893,0.5058139534883721,51.67651733305926,52.690218499719776
30,vision_noise,120,0.114608034491539,0.20272228121757507,0.3385380804538727,0.7781897038221361,0.513953488372093,51.656064666531165,52.64718309927048
31,vision_noise,119,0.11143805086612701,0.20200930535793304,0.33382338285446167,0.742476725578308,0.5040062536642564,51.29095766642422,51.655743200080906
